Number,First Name,Last Name,Email Address,Department,Division,Completed On,Respondent IP,Employee Commitment and Satisfaction:ECS_Q1,Employee Commitment and Satisfaction:ECS_Q2,Employee Commitment and Satisfaction:ECS_Q3,Employee Commitment and Satisfaction:ECS_Q4,Employee Commitment and Satisfaction:ECS_Q5,Employee Commitment and Satisfaction:ECS_Q6,Workplace Environment and Culture:WEC_Q1,Workplace Environment and Culture:WEC_Q2,Workplace Environment and Culture:WEC_Q3,Workplace Environment and Culture:WEC_Q4,Workplace Environment and Culture:WEC_Q5,Compensation & Benefits:CB_Q1,Compensation & Benefits:CB_Q2,Compensation & Benefits:CB_Q3,Compensation & Benefits:CB_Q4,Performance Management:PM_Q1,Performance Management:PM_Q2,Performance Management:PM_Q3,Performance Management:PM_Q4,Performance Management:PM_Q5,Performance Management:PM_Q6,Performance Management:PM_Q7,Career Development and Training:CDT_Q1,Career Development and Training:CDT_Q2,Career Development and Training:CDT_Q3,Career Development and Training:CDT_Q4,Career Development and Training:CDT_Q5,Career Development and Training:CDT_Q6,Communications:COMM_Q1,Communications:COMM_Q2,Communications:COMM_Q3,Communications:COMM_Q4,Team Effectiveness:TE_Q1,Team Effectiveness:TE_Q2,Team Effectiveness:TE_Q3,Team Effectiveness:TE_Q4,Team Effectiveness:TE_Q5,Job Stress:JS_Q1,Job Stress:JS_Q2,Job Stress:JS_Q3,Company Image:CI_Q1,Company Image:CI_Q2,Company Image:CI_Q3,Company Image:CI_Q4,Strategy:STRAT_Q1,Strategy:STRAT_Q2,Strategy:STRAT_Q3,"On a scale of zero to ten, how likely is it that you would recommend Company to friends as a great place to work?",What 2-3 things do you value most about working at Company?,What 2-3 things should Company begin to do?,What 2-3 things should Company stop doing?,Please provide suggestions for ongoing improvement to the performance feedback process.
10000140,FNAME141,LNAME141,,Field Operations,Central Region,2/20/2017 16:39,100.000.000.140,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,7,"Teamwork mentality that expands across company.
Continuous commitment to process improvement.
Forward thinking approach.","Review job role workload on an individual/location basis.  Re calibrate and invest where support is lacking. 
Improve Court Reporter Portal and turn in process to remain competitive in attracting and retaining highly skilled, in demand service partners.
Continue to improve COE service and ability, as they are the first line of defense in 'Getting it Right' for our clients.",,
10000141,FNAME142,LNAME142,,ECS,Marketing/Sales,2/20/2017 15:15,100.000.000.141,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,"I value the product/service we sell, my team, and the financial compensation for my efforts.","1.Give back to the community and show the world through online marketing what we stand for. 
2.Provide our clients with a flexible interactive portal within their login so that Company's calendar view can be the 1 and only calendar they use. 
3. Contribute more to employee healthcare.",1.We should stop advertising only our main offices and should start advertising ALL offices (affiliate).,Do more short surveys to clients for open feed back.
10000142,FNAME143,LNAME143,,Finance,Corporate,2/20/2017 15:25,100.000.000.142,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,5,My boss and peers,Hold people accountable for poor performance vs. giving them raises to do their job,Celebrating mediocrity,
10000143,FNAME144,LNAME144,,Field Operations,Southeast Region,2/20/2017 16:19,100.000.000.143,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,,,,
10000144,FNAME145,LNAME145,,Field Operations,Southeast Region,2/20/2017 17:13,100.000.000.144,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,8,"continuation of improving what we offer our client
kudos to employees for doing a great job
compensation equivalent to job","understand what actually occurs at the local offices -- the buck stops here so to speak
continue to reach out to the reporters as they are our key",,
10000145,FNAME146,LNAME146,,Field Sales,Central Region,2/20/2017 18:32,100.000.000.145,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,"Technology
   Company Connect
   Remote Depos
Nationwide",Off-site Centralized Week-long Training for all new reps.,,
10000146,FNAME147,LNAME147,,Field Operations,Northwest Region,2/20/2017 18:36,100.000.000.146,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,"Things I value in working for Company are: room for career growth, opportunities for advanced knowledge and extensive training, and great team camaraderie.","Based on industrial standards, these are more competitive compensation packages, and increased sales and marketing support especially in promising markets, or where needed.",I think it's doing great especially in the changes and growth it continues to develop as an industry leader.,I believe all the questions in this survey are effective and sufficient to obtain employee feedback.
10000147,FNAME148,LNAME148,,Finance,Corporate,2/20/2017 19:04,100.000.000.147,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,"I love what the main goal of the company is 'Getting it Right'!  Clients and reporters are the heart of our business.
I really enjoy all my internal relationships throughout this company. 
I love working for a company that is very well known in the industry and that also leads the charts with technology.","Make sure that the word 'Quality' is understood throughout the organization.
Would love see some kind of match with our 401 K.  (I know they are trying and one day)",I am pretty happy with all the changes that are taking place.  I'm not sure I have answer for this question.  I think we are heading in a wonderful direction.,Good questions were asked and I wouldn't change anything.
10000148,FNAME149,LNAME149,,Order Management,Shared Services,2/20/2017 19:55,100.000.000.148,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,7,"1. That I am always encouraged to expand my knowledge. 
2. My work environment i am able to focus on my job.","I am not sure the answer to this. 
I'd love to say hold reporters accountable and clear up notes and turn ins but as of lately this is a work in progress so I am just excited to see the change",,There is so much positive change happening right now I am just excited to see the outcome.
10000149,FNAME150,LNAME150,,ECS,Marketing/Sales,2/21/2017 0:30,100.000.000.149,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,7,"1. The autonomy you have
2. Our team- The people at Company","1. Create more standard rate sheets.
2. Invest more money and resources into events that Company is already attending.",I am not sure. Company has been doing a great job with company changes and process improvements.,I think the perforamce feedback process is a great thing for Company to grow and thrive.
10000150,FNAME151,LNAME151,,Order Management,Shared Services,2/21/2017 9:03,100.000.000.150,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,"great support team 

being able to work from home","train reporters to fill out the workslips and order requests properly

train videogrphers to fill out their workslips properly",I don't think they should stop anything,I think Company is doing everything to the performance feedback process
10000151,FNAME152,LNAME152,,Field Operations,Central Region,2/21/2017 10:20,100.000.000.151,Agree,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,7,,,,
10000152,FNAME153,LNAME153,,Finance,Corporate,2/27/2017 10:36,100.000.000.152,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,"Flexible scheduling
My co workers","401 K Matching
Hold everyone to the same standard across all departments
Casual Friday",,
10000153,FNAME154,LNAME154,,Production,Operations,2/21/2017 18:33,100.000.000.153,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,7,"1. I have managed to keep a good working relationship with several other employees over the years.

2. The requesting of time off for personal reasons has almost never been an issue

3. I am trusted in my job duties ( which I have done for several years ) to make my own decisions.","1. Keep up with changing technology & provide training for that technology

2. More personal interactions with other supervisors outside of our immediate office",,
10000154,FNAME155,LNAME155,,Collections,Shared Services,2/22/2017 6:42,100.000.000.154,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,10,"I love my job knowing each day what my goal is to achieve and meeting or surpassing that goal
I enjoy working with other departments to solve issues with customers accounts.
I enjoy doing whatever is necessary to meet a customers expectations.","Better communication between departments.
consistent notations on accounts from all departments so that anyone can see all issues on an account","Charging for ancillaries
not keeping all departments informed of internal changes",In my department we do not always get copies of our monthly reviews and this would help me as an employee to review what I need to do to excel.
10000155,FNAME156,LNAME156,,PMO/HR/Executive,Corporate,2/22/2017 9:12,100.000.000.155,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,8,"Work / life balance
Great senior team dedicated to moving the business forward
Coworkers",,,
10000156,FNAME157,LNAME157,,Field Sales,Southeast Region,2/22/2017 14:29,100.000.000.156,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,7,"1. An appreciation for employees
2. Good colleagues
3. Great data","1. Include Reps in the full communication (internally and externally) with client issues/concerns
2. Clients are still providing feedback that they prefer talking to the local offices",1,"It would be helpful, if there's an issue/concern, for example, the  inconsistent Volume labeling (i.e Volume 1 and then the next one is Volume II), how the issue/concern was resolved (if resolved). This allows one to know that the concern was addressed and the clients will not have to worry about it in the future."
10000157,FNAME158,LNAME158,,Onboarding/Case Management,Shared Services,2/22/2017 17:03,100.000.000.157,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,9,"Pride in client relationships
Encouragement for good teamwork",I think Company is on the cutting edge of keeping moving and updating their way of doing business,,
10000158,FNAME159,LNAME159,,Field Operations,Southwest Region,2/23/2017 13:22,100.000.000.158,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,8,,,,
10000159,FNAME160,LNAME160,,Field Operations,Southwest Region,2/23/2017 13:34,100.000.000.159,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,9,,,,
